rating,rating_action_date,obligor_name,rating_outlook
B,2015-09-30,ADVANZ PHARMA Corp,Positive
B,2016-04-27,ADVANZ PHARMA Corp,Positive
B,2016-08-23,ADVANZ PHARMA Corp,Stable
B,2016-10-06,ADVANZ PHARMA Corp,Negative
B-,2016-11-10,ADVANZ PHARMA Corp,Negative
B-,2017-04-13,ADVANZ PHARMA Corp,Negative
CCC+,2017-05-24,ADVANZ PHARMA Corp,Negative
CCC-,2017-09-18,ADVANZ PHARMA Corp,Not Available
D,2017-10-17,ADVANZ PHARMA Corp,Not Available
D,2018-04-27,ADVANZ PHARMA Corp,NM
B-,2018-07-31,ADVANZ PHARMA Corp,Stable
B-,2021-03-17,ADVANZ PHARMA Holdco Ltd.,Positive
B+,2018-07-26,AEC Agrinvestment Ltd.,Stable
NR,2019-01-29,AEC Agrinvestment Ltd.,NR
BB,2014-10-20,AECOM,Stable
BB,2015-10-16,AECOM,Stable
BB,2016-10-20,AECOM,Stable
BB,2017-10-25,AECOM,Stable
BB,2018-02-16,AECOM,Positive
BB,2019-02-12,AECOM,Stable
BB,2021-02-10,AECOM,Stable
B-,2011-05-09,AEG Power Solutions B.V.,Stable
B-,2011-11-10,AEG Power Solutions B.V.,Positive
B-,2012-02-27,AEG Power Solutions B.V.,Developing
B-,2012-04-19,AEG Power Solutions B.V.,Stable
B-,2012-09-06,AEG Power Solutions B.V.,Negative
CCC+,2013-03-27,AEG Power Solutions B.V.,Negative
CCC+,2013-09-30,AEG Power Solutions B.V.,Negative
CCC-,2013-11-04,AEG Power Solutions B.V.,Negative
CC,2013-11-06,AEG Power Solutions B.V.,Negative
CC,2013-12-02,AEG Power Solutions B.V.,Not Available
CC,2014-02-18,AEG Power Solutions B.V.,Developing
A-,2010-06-25,AEON Co. Ltd.,Stable
A-,2011-07-21,AEON Co. Ltd.,Stable
A-,2011-10-06,AEON Co. Ltd.,Negative
A-,2012-07-23,AEON Co. Ltd.,Negative
A-,2013-03-29,AEON Co. Ltd.,Not Available
BBB+,2013-04-22,AEON Co. Ltd.,Not Available
BBB+,2013-07-23,AEON Co. Ltd.,Not Available
BBB+,2013-09-26,AEON Co. Ltd.,Negative
BBB+,2014-03-06,AEON Co. Ltd.,Negative
BBB+,2014-09-01,AEON Co. Ltd.,Negative
BBB+,2015-01-16,AEON Co. Ltd.,Negative
BBB+,2015-09-09,AEON Co. Ltd.,Stable
BBB+,2016-07-20,AEON Co. Ltd.,Negative
BBB+,2016-09-14,AEON Co. Ltd.,Negative
BBB+,2017-06-23,AEON Co. Ltd.,Negative
BBB+,2017-09-13,AEON Co. Ltd.,Negative
BBB+,2018-07-09,AEON Co. Ltd.,Negative
BBB+,2018-09-11,AEON Co. Ltd.,Negative
BBB,2019-04-24,AEON Co. Ltd.,Stable
BBB,2019-11-08,AEON Co. Ltd.,Stable
BBB,2020-04-17,AEON Co. Ltd.,Negative
BBB,2020-10-26,AEON Co. Ltd.,Negative
BBB+,2015-04-03,AEON Mall Co. Ltd.,Negative
BBB+,2015-09-09,AEON Mall Co. Ltd.,Stable
BBB+,2016-07-20,AEON Mall Co. Ltd.,Negative
BBB+,2016-09-15,AEON Mall Co. Ltd.,Negative
BBB+,2017-06-23,AEON Mall Co. Ltd.,Negative
BBB+,2017-09-19,AEON Mall Co. Ltd.,Negative
BBB+,2018-07-09,AEON Mall Co. Ltd.,Negative
BBB+,2018-09-11,AEON Mall Co. Ltd.,Negative
BBB,2019-04-25,AEON Mall Co. Ltd.,Stable
BBB,2020-04-17,AEON Mall Co. Ltd.,Negative
A-,2019-07-26,AEP Generating Co.,Stable
A-,2021-04-28,AEP Generating Co.,Negative
B,2011-04-05,AEP Industries Inc.,Positive
B,2012-04-27,AEP Industries Inc.,Stable
B,2013-04-10,AEP Industries Inc.,Stable
B,2014-05-01,AEP Industries Inc.,Stable
B,2015-03-09,AEP Industries Inc.,Stable
B,2016-03-14,AEP Industries Inc.,Stable
B,2016-08-25,AEP Industries Inc.,Not Available
BB-,2017-01-23,AEP Industries Inc.,Stable
BBB,2010-12-15,AEP Texas Central Co,Stable
BBB,2011-12-02,AEP Texas Central Co,Stable
BBB,2012-12-07,AEP Texas Central Co,Stable
BBB,2013-09-30,AEP Texas Central Co,Stable
BBB,2014-09-29,AEP Texas Central Co,Positive
BBB,2015-09-25,AEP Texas Central Co,Positive
BBB+,2016-09-16,AEP Texas Central Co,Not Available
BBB+,2016-09-28,AEP Texas Central Co,Not Available
NR,2017-01-04,AEP Texas Central Co,NR
BBB+,2017-01-04,AEP Texas Inc.,Not Available
A-,2017-02-02,AEP Texas Inc.,Stable
A-,2017-09-28,AEP Texas Inc.,Stable
A-,2018-09-28,AEP Texas Inc.,Stable
A-,2021-04-28,AEP Texas Inc.,Negative
BBB,2010-12-15,AEP Texas North Co,Stable
BBB,2011-12-02,AEP Texas North Co,Stable
BBB,2012-12-07,AEP Texas North Co,Stable
BBB,2013-09-30,AEP Texas North Co,Stable
BBB,2014-09-29,AEP Texas North Co,Positive
BBB,2015-09-25,AEP Texas North Co,Positive
BBB+,2016-09-16,AEP Texas North Co,Not Available
BBB+,2016-09-28,AEP Texas North Co,Not Available
NR,2017-01-04,AEP Texas North Co,NR
BBB+,2016-10-20,"AEP Transmission Company, LLC",Not Available
BBB+,2016-11-16,"AEP Transmission Company, LLC",Not Available
A-,2017-02-02,"AEP Transmission Company, LLC",Stable
A-,2017-09-28,"AEP Transmission Company, LLC",Stable
A-,2018-09-28,"AEP Transmission Company, LLC",Stable
A-,2021-04-28,"AEP Transmission Company, LLC",Negative
BBB-,2011-02-18,AES Andes S.A.,Stable
BBB-,2011-07-15,AES Andes S.A.,Stable
BBB-,2012-02-22,AES Andes S.A.,Stable
BBB-,2013-04-10,AES Andes S.A.,Stable
BBB-,2013-11-28,AES Andes S.A.,Stable
BBB-,2014-07-28,AES Andes S.A.,Stable
BBB-,2015-07-02,AES Andes S.A.,Stable
BBB-,2015-07-27,AES Andes S.A.,Stable
BBB-,2016-07-28,AES Andes S.A.,Stable
BBB-,2017-07-28,AES Andes S.A.,Stable
BBB-,2018-06-19,AES Andes S.A.,Stable
BBB-,2019-03-11,AES Andes S.A.,Stable
BBB-,2019-09-04,AES Andes S.A.,Stable
BBB-,2019-09-25,AES Andes S.A.,Stable
BB-,2016-05-03,AES Andres B.V,Stable
BB-,2017-05-31,AES Andres B.V,Stable
BB-,2018-05-24,AES Andres B.V,Stable
BB-,2019-08-28,AES Andres B.V,Stable
BB-,2020-04-17,AES Andres B.V,Negative
BB-,2021-04-26,AES Andres B.V,Negative
B-,2010-11-04,AES Andres Dominicana,Positive
B,2011-12-20,AES Andres Dominicana,Stable
B,2012-12-27,AES Andres Dominicana,Stable
B,2013-08-29,AES Andres Dominicana,Stable
B+,2014-11-07,AES Andres Dominicana,Stable
B+,2015-08-25,AES Andres Dominicana,Stable
NR,2016-07-01,AES Andres Dominicana,NR
B-,2017-01-19,AES Argentina Generacion S.A,Stable
B,2017-04-04,AES Argentina Generacion S.A,Stable
B,2017-05-24,AES Argentina Generacion S.A,Stable
B,2017-10-20,AES Argentina Generacion S.A,Stable
B+,2017-10-30,AES Argentina Generacion S.A,Stable
B+,2018-09-03,AES Argentina Generacion S.A,Not Available
B+,2018-10-23,AES Argentina Generacion S.A,Not Available
B,2018-11-13,AES Argentina Generacion S.A,Stable
B-,2019-08-20,AES Argentina Generacion S.A,Negative
B-,2019-09-16,AES Argentina Generacion S.A,Negative
B-,2020-03-03,AES Argentina Generacion S.A,Negative
B-,2020-04-29,AES Argentina Generacion S.A,Negative
CCC+,2020-05-08,AES Argentina Generacion S.A,Negative
CCC+,2020-09-08,AES Argentina Generacion S.A,Stable
CCC-,2020-09-18,AES Argentina Generacion S.A,Not Available
CCC-,2020-11-19,AES Argentina Generacion S.A,Not Available
CCC+,2021-02-17,AES Argentina Generacion S.A,Negative
BB+,2011-02-24,AES CHIVOR & CIA S.C.A. E.S.P.,Stable
BBB-,2011-09-29,AES CHIVOR & CIA S.C.A. E.S.P.,Stable
BBB-,2012-11-27,AES CHIVOR & CIA S.C.A. E.S.P.,Stable
BBB-,2013-11-12,AES CHIVOR & CIA S.C.A. E.S.P.,Stable
BBB-,2014-12-19,AES CHIVOR & CIA S.C.A. E.S.P.,Stable
BBB-,2015-01-14,AES CHIVOR & CIA S.C.A. E.S.P.,Stable
BB-,2011-05-17,AES Corp. (The),Stable
BB-,2012-03-30,AES Corp. (The),Stable
BB-,2013-03-26,AES Corp. (The),Stable
BB-,2014-04-01,AES Corp. (The),Stable
BB-,2015-05-29,AES Corp. (The),Stable
BB,2016-04-13,AES Corp. (The),Stable
BB,2016-06-10,AES Corp. (The),Stable
BB,2017-04-21,AES Corp. (The),Stable
BB+,2018-03-16,AES Corp. (The),Stable
BB+,2019-03-29,AES Corp. (The),Stable
BB+,2019-11-05,AES Corp. (The),Positive
BBB-,2020-11-02,AES Corp. (The),Stable
BBB-,2010-08-27,AES Panama S.R.L.,Stable
BBB-,2011-09-30,AES Panama S.R.L.,Stable
BBB-,2012-11-30,AES Panama S.R.L.,Stable
BBB-,2013-10-25,AES Panama S.R.L.,Not Available
BB+,2013-11-14,AES Panama S.R.L.,Stable
BB+,2014-05-16,AES Panama S.R.L.,Not Available
BB-,2014-07-17,AES Panama S.R.L.,Negative
BB-,2015-06-18,AES Panama S.R.L.,Stable
BB-,2015-07-31,AES Panama S.R.L.,Stable
BB-,2016-07-07,AES Panama S.R.L.,Stable
BB-,2016-09-28,AES Panama S.R.L.,Not Available
BB,2016-12-28,AES Panama S.R.L.,Stable
BB,2017-07-05,AES Panama S.R.L.,Stable
BB,2018-07-17,AES Panama S.R.L.,Negative
BB,2019-04-05,AES Panama S.R.L.,Negative
BB,2019-07-31,AES Panama S.R.L.,Negative
NR,2020-10-07,AES Panama S.R.L.,NR
B,2014-12-01,AF Borrower LLC,Stable
B,2015-05-11,AF Borrower LLC,Negative
B,2015-11-24,AF Borrower LLC,Negative
B,2016-11-23,AF Borrower LLC,Stable
NR,2017-06-06,AF Borrower LLC,NR
B+,2010-09-21,AFC Enterprises Inc.,Stable
BB-,2011-09-22,AFC Enterprises Inc.,Stable
NR,2011-12-28,AFC Enterprises Inc.,NR
B-,2020-07-20,"AG Parent Holdings, LLC",Stable
B-,2021-06-25,"AG Parent Holdings, LLC",Positive
A,2011-03-28,AGC Inc.,Stable
A,2012-02-14,AGC Inc.,Negative
A,2012-03-25,AGC Inc.,Negative
A,2012-07-18,AGC Inc.,Not Available
A-,2012-08-09,AGC Inc.,Stable
A-,2013-03-15,AGC Inc.,Stable
A-,2013-08-07,AGC Inc.,Negative
A-,2014-03-17,AGC Inc.,Negative
A-,2015-03-17,AGC Inc.,Negative
A-,2015-08-10,AGC Inc.,Stable
A-,2016-03-24,AGC Inc.,Stable
A-,2017-03-27,AGC Inc.,Stable
A-,2018-03-26,AGC Inc.,Stable
A-,2020-03-13,AGC Inc.,Negative
A-,2021-04-27,AGC Inc.,Stable
BBB-,2011-03-18,AGCO Corp.,Stable
BBB-,2011-11-28,AGCO Corp.,Stable
BBB-,2012-09-17,AGCO Corp.,Stable
BBB-,2013-07-31,AGCO Corp.,Stable
BBB-,2014-08-12,AGCO Corp.,Stable
BBB-,2015-08-12,AGCO Corp.,Stable
BBB-,2016-08-18,AGCO Corp.,Stable
BBB-,2017-08-10,AGCO Corp.,Stable
BBB-,2018-08-16,AGCO Corp.,Stable
BBB+,2020-11-08,AGI Finance Pty Ltd.,Stable
BBB,2010-04-08,AGL Energy Ltd.,Stable
BBB,2011-08-08,AGL Energy Ltd.,Stable
BBB,2012-02-23,AGL Energy Ltd.,Not Available
BBB,2012-05-21,AGL Energy Ltd.,Not Available
BBB,2012-06-25,AGL Energy Ltd.,Stable
BBB,2012-08-26,AGL Energy Ltd.,Stable
BBB,2013-06-17,AGL Energy Ltd.,Stable
BBB,2014-01-30,AGL Energy Ltd.,Stable
BBB,2014-08-22,AGL Energy Ltd.,Stable
BBB,2015-08-28,AGL Energy Ltd.,Stable
NR,2016-05-31,AGL Energy Ltd.,NR
BBB,2010-04-08,AGL Hydro Partnership,Stable
BBB,2011-08-08,AGL Hydro Partnership,Stable
BBB,2012-02-23,AGL Hydro Partnership,Not Available
BBB,2012-05-21,AGL Hydro Partnership,Not Available
BBB,2012-06-25,AGL Hydro Partnership,Stable
BBB,2012-08-26,AGL Hydro Partnership,Stable
BBB,2013-06-17,AGL Hydro Partnership,Stable
BBB,2014-01-30,AGL Hydro Partnership,Stable
BBB,2014-08-22,AGL Hydro Partnership,Stable
BBB,2015-08-28,AGL Hydro Partnership,Stable
NR,2016-05-31,AGL Hydro Partnership,NR
B-,2012-04-19,AGS Holdings LLC,Negative
NR,2012-08-23,AGS Holdings LLC,NR
B-,2011-05-31,AGS LLC,Negative
B-,2012-05-30,AGS LLC,Negative
NR,2012-08-23,AGS LLC,NR
B,2013-01-30,AGT Food and Ingredients Inc.,Stable
B,2014-05-30,AGT Food and Ingredients Inc.,Stable
B+,2015-06-12,AGT Food and Ingredients Inc.,Stable
B+,2016-06-27,AGT Food and Ingredients Inc.,Stable
B+,2016-12-12,AGT Food and Ingredients Inc.,Stable
B+,2017-06-13,AGT Food and Ingredients Inc.,Negative
B,2017-11-15,AGT Food and Ingredients Inc.,Negative
B,2018-06-28,AGT Food and Ingredients Inc.,Negative
B,2018-07-30,AGT Food and Ingredients Inc.,Not Available
NR,2019-05-31,AGT Food and Ingredients Inc.,NR
BBB,2019-09-30,AGU Financial LLC,Stable
CCC+,2010-12-15,AGY Holding Corp.,Negative
CCC-,2011-12-01,AGY Holding Corp.,Negative
CCC-,2012-10-22,AGY Holding Corp.,Negative
CCC-,2012-12-07,AGY Holding Corp.,Negative
D,2013-05-16,AGY Holding Corp.,NM
NR,2013-07-18,AGY Holding Corp.,NR
B,2011-02-23,AHS Medical Holdings LLC,Stable
B,2011-07-14,AHS Medical Holdings LLC,Stable
B,2012-02-27,AHS Medical Holdings LLC,Stable
B,2012-11-09,AHS Medical Holdings LLC,Stable
B,2013-02-27,AHS Medical Holdings LLC,Stable
B,2014-02-28,AHS Medical Holdings LLC,Not Available
B,2014-05-16,AHS Medical Holdings LLC,Stable
B,2015-02-25,AHS Medical Holdings LLC,Stable
NR,2015-09-22,AHS Medical Holdings LLC,NR
B,2015-08-21,AI Alabama Midco B.V.,Stable
B,2016-07-08,AI Alabama Midco B.V.,Stable
B,2016-09-20,AI Alabama Midco B.V.,Negative
B,2017-07-14,AI Alabama Midco B.V.,Stable
B,2018-07-03,AI Alabama Midco B.V.,Not Available
B,2018-09-13,AI Alabama Midco B.V.,Stable
NR,2018-10-24,AI Alabama Midco B.V.,NR
B,2016-11-02,AI Aqua Sarl,Stable
B,2017-07-19,AI Aqua Sarl,Stable
B,2017-11-09,AI Aqua Sarl,Stable
B,2018-06-20,AI Aqua Sarl,Negative
B,2019-06-27,AI Aqua Sarl,Negative
B-,2019-09-20,AI Aqua Sarl,Stable
B-,2019-12-23,AI Aqua Sarl,Not Available
B,2020-03-30,AI Aqua Sarl,Stable
B,2021-06-07,AI Aqua Sarl,Negative
B,2014-03-28,AI Avocado Holding B.V.,Stable
B,2015-02-26,AI Avocado Holding B.V.,Stable
B,2016-02-25,AI Avocado Holding B.V.,Stable
B,2016-06-14,AI Avocado Holding B.V.,Stable
B,2016-08-26,AI Avocado Holding B.V.,Negative
B,2016-10-10,AI Avocado Holding B.V.,Negative
B-,2017-10-12,AI Avocado Holding B.V.,Stable
B-,2018-10-24,AI Avocado Holding B.V.,Positive
B-,2019-10-30,AI Avocado Holding B.V.,Stable
B-,2020-11-11,AI Avocado Holding B.V.,Stable
B-,2021-04-21,AI Avocado Holding B.V.,Stable
B,2020-04-16,AI Convoy (Luxembourg) S.a.r.l.,Negative
B,2018-07-20,AI Ladder (Luxembourg) Subco S.a.r.l.,Stable
B,2020-04-16,AI Ladder (Luxembourg) Subco S.a.r.l.,Negative
B,2021-03-24,AI Ladder (Luxembourg) Subco S.a.r.l.,Not Available
NR,2021-07-05,AI Ladder (Luxembourg) Subco S.a.r.l.,NR
B,2017-06-09,AI Mistral (Luxembourg) Subco S.a r.l.,Stable
B,2018-06-28,AI Mistral (Luxembourg) Subco S.a r.l.,Stable
B-,2019-09-11,AI Mistral (Luxembourg) Subco S.a r.l.,Stable
CCC+,2020-06-15,AI Mistral (Luxembourg) Subco S.a r.l.,Stable
D,2021-03-23,AI Mistral (Luxembourg) Subco S.a r.l.,NM
CCC+,2021-04-07,AI Mistral (Luxembourg) Subco S.a r.l.,Stable
BB+,2011-03-31,"AIMCO Properties, L.P.",Stable
BB+,2011-08-31,"AIMCO Properties, L.P.",Stable
BB+,2012-07-23,"AIMCO Properties, L.P.",Stable
BB+,2013-07-31,"AIMCO Properties, L.P.",Stable
BB+,2014-04-22,"AIMCO Properties, L.P.",Positive
BBB-,2015-03-19,"AIMCO Properties, L.P.",Stable
BBB-,2015-04-17,"AIMCO Properties, L.P.",Stable
BBB-,2016-04-20,"AIMCO Properties, L.P.",Stable
BBB-,2017-04-14,"AIMCO Properties, L.P.",Stable
BBB-,2018-04-23,"AIMCO Properties, L.P.",Stable
BBB-,2020-09-15,"AIMCO Properties, L.P.",Not Available
NR,2020-12-15,"AIMCO Properties, L.P.",NR
BBB-,2012-04-16,AIMS APAC REIT,Stable
BBB-,2013-04-30,AIMS APAC REIT,Stable
BBB-,2014-04-14,AIMS APAC REIT,Stable
BBB-,2015-04-30,AIMS APAC REIT,Stable
BBB-,2016-04-04,AIMS APAC REIT,Stable
BBB-,2017-04-10,AIMS APAC REIT,Stable
BBB-,2018-04-26,AIMS APAC REIT,Stable
NR,2020-02-13,AIMS APAC REIT,NR
B,2016-11-29,"AIP MC Holdings, LLC",Stable
B,2017-11-28,"AIP MC Holdings, LLC",Stable
B,2018-11-21,"AIP MC Holdings, LLC",Stable
B,2019-07-02,"AIP MC Holdings, LLC",Stable
B,2021-03-18,"AIT Worldwide Logistics Holdings, Inc.",Stable
BB,2010-11-24,AK Steel Corp.,Negative
BB,2011-07-29,AK Steel Corp.,Negative
BB-,2011-12-21,AK Steel Corp.,Negative
B+,2012-06-29,AK Steel Corp.,Stable
B+,2012-11-02,AK Steel Corp.,Not Available
B,2012-11-13,AK Steel Corp.,Stable
B,2013-06-21,AK Steel Corp.,Stable
B,2014-07-25,AK Steel Corp.,Not Available
B,2014-09-08,AK Steel Corp.,Stable
B,2015-07-02,AK Steel Corp.,Stable
B-,2015-10-21,AK Steel Corp.,Stable
B,2016-06-13,AK Steel Corp.,Stable
B,2017-03-16,AK Steel Corp.,Positive
B,2017-06-16,AK Steel Corp.,Positive
B,2018-06-25,AK Steel Corp.,Stable
NR,2020-04-20,AK Steel Corp.,NR
BB,2010-11-24,AK Steel Holding Corp.,Negative
BB,2011-07-29,AK Steel Holding Corp.,Negative
BB-,2011-12-21,AK Steel Holding Corp.,Negative
B+,2012-06-29,AK Steel Holding Corp.,Stable
B+,2012-11-02,AK Steel Holding Corp.,Not Available
B,2012-11-13,AK Steel Holding Corp.,Stable
B,2013-06-21,AK Steel Holding Corp.,Stable
B,2014-07-25,AK Steel Holding Corp.,Not Available
B,2014-09-08,AK Steel Holding Corp.,Stable
B,2015-07-02,AK Steel Holding Corp.,Stable
B-,2015-10-21,AK Steel Holding Corp.,Stable
B,2016-06-13,AK Steel Holding Corp.,Stable
B,2017-03-16,AK Steel Holding Corp.,Positive
B,2017-06-16,AK Steel Holding Corp.,Positive
B,2018-06-25,AK Steel Holding Corp.,Stable
NR,2020-04-20,AK Steel Holding Corp.,NR
B+,2018-06-19,"AL Midcoast GP Holdings, LLC",Stable
B+,2019-06-27,"AL Midcoast GP Holdings, LLC",Stable
NR,2020-02-12,"AL Midcoast GP Holdings, LLC",NR
B+,2018-06-19,"AL Midcoast LP Holdings, LLC",Stable
B+,2019-06-27,"AL Midcoast LP Holdings, LLC",Stable
NR,2020-02-12,"AL Midcoast LP Holdings, LLC",NR
B+,2021-03-30,AL NGPL Holdings LLC,Stable
BB-,2011-08-11,ALBA Group plc & Co. KG,Stable
BB-,2012-07-04,ALBA Group plc & Co. KG,Negative
BB-,2012-11-19,ALBA Group plc & Co. KG,Stable
BB-,2013-02-12,ALBA Group plc & Co. KG,Stable
BB-,2013-05-10,ALBA Group plc & Co. KG,Negative
BB-,2013-07-26,ALBA Group plc & Co. KG,Negative
B+,2013-09-09,ALBA Group plc & Co. KG,Negative
B,2014-05-06,ALBA Group plc & Co. KG,Negative
B,2014-07-29,ALBA Group plc & Co. KG,Negative
B,2014-12-05,ALBA Group plc & Co. KG,Not Available
B,2015-01-23,ALBA Group plc & Co. KG,Not Available
B,2015-03-05,ALBA Group plc & Co. KG,Not Available
B,2015-06-03,ALBA Group plc & Co. KG,Negative
B,2015-07-24,ALBA Group plc & Co. KG,Negative
B-,2016-02-18,ALBA Group plc & Co. KG,Negative
B-,2016-10-12,ALBA Group plc & Co. KG,Not Available
B-,2017-02-24,ALBA Group plc & Co. KG,Not Available
B+,2017-03-27,ALBA Group plc & Co. KG,Positive
B+,2017-04-19,ALBA Group plc & Co. KG,Positive
B,2013-03-07,ALG Intermediate Holdings B.V.,Stable
B,2014-05-14,ALG Intermediate Holdings B.V.,Stable
B,2015-05-29,ALG Intermediate Holdings B.V.,Stable
B,2015-09-16,ALG Intermediate Holdings B.V.,Stable
B,2016-04-14,ALG Intermediate Holdings B.V.,Stable
B,2016-12-15,ALG Intermediate Holdings B.V.,Not Available
NR,2017-04-12,ALG Intermediate Holdings B.V.,NR
B-,2019-08-07,"ALKU Holdings, LLC",Stable
NR,2021-03-05,"ALKU Holdings, LLC",NR
BBB+,2011-04-08,ALLETE Inc.,Stable
BBB+,2012-04-05,ALLETE Inc.,Stable
BBB+,2013-04-24,ALLETE Inc.,Stable
BBB+,2014-04-14,ALLETE Inc.,Stable
BBB+,2015-01-30,ALLETE Inc.,Stable
BBB+,2015-04-29,ALLETE Inc.,Stable
BBB+,2016-04-19,ALLETE Inc.,Stable
BBB+,2017-04-21,ALLETE Inc.,Stable
BBB+,2018-02-06,ALLETE Inc.,Negative
BBB+,2018-04-25,ALLETE Inc.,Negative
BBB+,2019-02-08,ALLETE Inc.,Negative
BBB+,2019-05-13,ALLETE Inc.,Negative
BBB,2020-04-22,ALLETE Inc.,Stable
B,2014-07-08,ALM Media LLC,Stable
B,2015-07-29,ALM Media LLC,Stable
B,2016-07-21,ALM Media LLC,Stable
B,2017-03-23,ALM Media LLC,Stable
B-,2017-05-08,ALM Media LLC,Stable
B-,2018-03-15,ALM Media LLC,Stable
B-,2018-05-18,ALM Media LLC,Negative
CCC+,2019-05-23,ALM Media LLC,Negative
CCC+,2019-08-14,ALM Media LLC,Not Available
CCC,2019-10-08,ALM Media LLC,Not Available
NR,2019-12-20,ALM Media LLC,Not Available
BB-,2011-03-10,ALROSA PJSC,Stable
BB-,2011-10-21,ALROSA PJSC,Stable
BB-,2012-11-01,ALROSA PJSC,Stable
BB-,2013-11-08,ALROSA PJSC,Stable
BB-,2014-02-14,ALROSA PJSC,Not Available
BB-,2014-04-01,ALROSA PJSC,Not Available
BB-,2014-06-06,ALROSA PJSC,Stable
BB-,2014-12-19,ALROSA PJSC,Stable
BB-,2015-02-04,ALROSA PJSC,Negative
BB-,2015-05-29,ALROSA PJSC,Positive
BB-,2015-10-19,ALROSA PJSC,Positive
BB,2016-07-19,ALROSA PJSC,Positive
BB+,2017-07-06,ALROSA PJSC,Stable
BBB-,2018-07-27,ALROSA PJSC,Stable
B,2014-12-18,ALU Holdco 1 Ltd.,Stable
B,2015-12-11,ALU Holdco 1 Ltd.,Stable
B,2016-08-25,ALU Holdco 1 Ltd.,Stable
B,2017-01-17,ALU Holdco 1 Ltd.,Stable
B,2017-04-13,ALU Holdco 1 Ltd.,Stable
B,2017-07-17,ALU Holdco 1 Ltd.,Stable
B,2016-08-25,ALU Holdco 2 Ltd.,Stable
B,2017-01-17,ALU Holdco 2 Ltd.,Stable
B,2017-04-13,ALU Holdco 2 Ltd.,Stable
B,2017-07-17,ALU Holdco 2 Ltd.,Stable
B,2013-02-13,AM General LLC,Stable
B,2013-11-15,AM General LLC,Not Available
CCC,2013-12-04,AM General LLC,Developing
CCC,2014-06-24,AM General LLC,Not Available
CCC,2014-08-21,AM General LLC,Negative
CCC,2015-07-29,AM General LLC,Negative
CCC,2016-07-13,AM General LLC,Negative
CCC,2016-10-25,AM General LLC,Not Available
B-,2016-12-30,AM General LLC,Stable
B,2014-10-31,AMAG Pharmaceuticals Inc,Stable
B+,2015-08-04,AMAG Pharmaceuticals Inc,Stable
B+,2015-10-12,AMAG Pharmaceuticals Inc,Stable
B+,2016-10-10,AMAG Pharmaceuticals Inc,Stable
B+,2017-05-08,AMAG Pharmaceuticals Inc,Stable
B+,2017-10-17,AMAG Pharmaceuticals Inc,Stable
B,2018-01-30,AMAG Pharmaceuticals Inc,Stable
B,2018-06-18,AMAG Pharmaceuticals Inc,Not Available
B+,2018-09-27,AMAG Pharmaceuticals Inc,Stable
B,2011-05-16,AMC Entertainment Holdings Inc.,Stable
B,2011-07-15,AMC Entertainment Holdings Inc.,Stable
B,2012-05-21,AMC Entertainment Holdings Inc.,Not Available
B,2012-07-26,AMC Entertainment Holdings Inc.,Not Available
B,2012-10-17,AMC Entertainment Holdings Inc.,Stable
B,2013-04-12,AMC Entertainment Holdings Inc.,Stable
B,2013-07-26,AMC Entertainment Holdings Inc.,Stable
B,2014-02-04,AMC Entertainment Holdings Inc.,Stable
B,2014-08-25,AMC Entertainment Holdings Inc.,Stable
B+,2015-03-10,AMC Entertainment Holdings Inc.,Stable
B+,2015-08-17,AMC Entertainment Holdings Inc.,Stable
B+,2015-12-07,AMC Entertainment Holdings Inc.,Stable
B+,2016-03-07,AMC Entertainment Holdings Inc.,Not Available
B+,2016-08-03,AMC Entertainment Holdings Inc.,Not Available
B+,2016-10-21,AMC Entertainment Holdings Inc.,Stable
B+,2017-01-24,AMC Entertainment Holdings Inc.,Not Available
B+,2017-03-13,AMC Entertainment Holdings Inc.,Stable
B+,2017-08-21,AMC Entertainment Holdings Inc.,Negative
B,2018-08-07,AMC Entertainment Holdings Inc.,Stable
B,2020-03-16,AMC Entertainment Holdings Inc.,Not Available
CCC-,2020-04-02,AMC Entertainment Holdings Inc.,Negative
CC,2020-06-03,AMC Entertainment Holdings Inc.,Negative
D,2020-08-03,AMC Entertainment Holdings Inc.,NM
CCC+,2020-08-07,AMC Entertainment Holdings Inc.,Not Available
CCC-,2020-10-01,AMC Entertainment Holdings Inc.,Negative
CC,2020-12-16,AMC Entertainment Holdings Inc.,Negative
D,2021-01-21,AMC Entertainment Holdings Inc.,NM
CCC-,2021-01-25,AMC Entertainment Holdings Inc.,Negative
CCC+,2021-06-10,AMC Entertainment Holdings Inc.,Positive
B,2011-05-16,AMC Entertainment Inc.,Stable
B,2011-07-15,AMC Entertainment Inc.,Stable
B,2012-05-21,AMC Entertainment Inc.,Not Available
B,2012-07-26,AMC Entertainment Inc.,Not Available
B,2012-10-17,AMC Entertainment Inc.,Stable
B,2013-04-12,AMC Entertainment Inc.,Stable
B,2013-07-26,AMC Entertainment Inc.,Stable
B,2014-02-04,AMC Entertainment Inc.,Stable
B,2014-08-25,AMC Entertainment Inc.,Stable
B+,2015-03-10,AMC Entertainment Inc.,Stable
B+,2015-08-17,AMC Entertainment Inc.,Stable
B+,2015-12-07,AMC Entertainment Inc.,Stable
B+,2016-03-07,AMC Entertainment Inc.,Not Available
B+,2016-08-03,AMC Entertainment Inc.,Not Available
NR,2016-10-21,AMC Entertainment Inc.,Not Available
BB-,2011-07-12,AMC Networks Inc.,Stable
BB-,2012-05-22,AMC Networks Inc.,Stable
